Customer ID,Date of Default,Amount Default,Cumulative Payment till date,Gender,State,Bank,Default,Purchase Channel,Age,Insurance,Loan,Savings,FD,DMAT,Fraud,Card Type,City
110946321,03-10-2018,619471,434788,1,1,HDFC,0,1,42,1,70054,868804,1,1,N,0,Kolkata
394023012,03-08-2018,363771,483457,0,1,ICICI,1,2,49,0,830686,450042,1,1,N,0,Chennai
776089185,06-08-2018,88874,348727,0,1,ICICI,1,2,38,1,548244,873642,1,0,N,0,Delhi
617079401,13-07-2019,367523,903313,0,2,ICICI,1,2,47,1,496479,519343,1,0,N,1,Delhi
273223479,18-11-2020,214799,12353,1,0,HDFC,0,1,44,1,294545,474918,0,0,N,1,Chennai
400821989,29-03-2020,612666,45987,1,1,SBI,1,1,43,1,633273,387682,0,0,N,1,Mumbai
28873134,25-12-2020,425577,935591,1,1,HDFC,0,1,33,1,744855,752306,0,1,N,0,Mumbai
338320584,01-12-2019,85865,263718,0,1,SBI,0,2,46,1,904433,396954,1,0,N,1,Mumbai
578963949,16-09-2020,757091,712963,1,2,SBI,1,3,31,0,759257,661515,1,0,N,1,Mumbai
5818905,07-10-2020,435471,809707,1,1,SBI,0,3,57,1,952748,702306,1,1,N,1,Kolkata
328528188,24-09-2018,484333,937003,1,1,SBI,1,2,47,1,396583,754650,1,0,N,0,Mumbai
176093898,21-07-2018,661475,576685,1,2,HDFC,1,3,43,1,114278,210992,0,1,N,1,Kolkata
397997756,27-08-2019,185385,235186,0,0,HDFC,0,1,28,0,726219,894892,0,1,N,1,Mumbai
646025301,20-02-2019,574394,648222,1,2,SBI,1,3,61,1,209707,198096,1,1,N,0,Delhi
832635658,22-06-2020,586757,587234,0,2,HDFC,1,2,48,1,527957,95106,0,0,N,1,Delhi
512410987,28-05-2020,495739,314188,0,0,SBI,0,2,33,0,513926,685375,0,0,N,1,Kolkata
840504454,18-03-2020,685353,291866,0,2,ICICI,1,1,63,0,72885,443009,1,1,N,0,Chennai
473526392,17-03-2018,710150,528626,0,0,HDFC,1,3,60,0,606237,916234,1,1,N,1,Kolkata
771596813,10-07-2019,980233,533173,1,1,ICICI,0,2,43,1,957790,889452,1,1,N,0,Kolkata
519215690,23-08-2019,240851,486519,1,2,HDFC,1,2,44,1,975404,61744,1,0,N,0,Chennai
537027820,03-10-2018,491281,874295,0,2,SBI,0,2,44,1,577769,355662,0,0,N,1,Mumbai
274142126,19-02-2019,523039,700119,0,2,SBI,0,2,55,0,634506,365477,0,0,N,0,Delhi
464557967,16-01-2019,614004,979850,0,1,HDFC,1,2,37,1,945948,59119,1,1,N,1,Chennai
787995975,02-06-2019,200881,724536,1,1,ICICI,1,2,47,1,636787,242125,0,0,N,1,Kolkata
399284959,12-11-2018,47189,574744,1,1,ICICI,0,2,38,1,71128,903767,0,0,N,0,Delhi
694443195,19-03-2019,417687,953964,0,1,SBI,0,3,42,0,917773,946428,0,1,N,1,Delhi
286393989,06-05-2019,453007,358691,1,0,ICICI,0,2,53,0,578638,192795,0,0,N,0,Mumbai
393573937,08-05-2019,468741,438675,1,0,HDFC,1,1,35,1,743681,412901,1,1,N,1,Kolkata
683307279,12-06-2018,14096,526794,1,0,SBI,1,1,33,1,851161,655668,1,1,N,0,Delhi
395571831,13-10-2018,293374,896486,1,2,SBI,1,2,41,0,823817,463463,0,0,N,1,Kolkata
40557200,12-07-2019,124634,979741,1,2,SBI,1,3,31,0,388706,235512,1,0,N,0,Delhi
174217574,28-10-2019,781600,224824,1,1,HDFC,0,3,29,0,261259,248082,1,1,N,0,Delhi
489047438,12-11-2018,633665,667764,0,1,SBI,0,3,64,1,299671,949175,0,0,N,1,Kolkata
683509012,06-05-2019,878388,964683,0,0,ICICI,0,2,55,0,665749,92743,0,0,N,0,Chennai
621663656,02-01-2018,256177,956821,0,2,ICICI,0,3,52,0,102655,207755,1,0,N,1,Delhi
731225918,19-11-2020,126673,407871,1,0,HDFC,0,3,32,0,176664,445944,0,0,N,1,Mumbai
846286773,19-10-2019,797173,502219,1,0,SBI,1,1,45,1,754818,843229,1,0,N,0,Delhi
863104386,11-01-2018,392689,582697,0,0,HDFC,0,3,40,1,327917,968593,1,0,N,0,Kolkata
243903793,28-02-2020,346583,445388,1,2,SBI,0,2,49,1,182914,772429,0,0,N,1,Mumbai
40351951,13-10-2018,497415,492070,0,2,ICICI,1,1,64,0,382155,852047,1,1,N,1,Kolkata
172664943,06-08-2018,154363,266008,0,0,ICICI,1,1,65,1,177342,524680,0,1,N,1,Chennai
794323711,26-12-2018,423725,292853,1,0,ICICI,0,1,62,0,536419,637999,1,1,N,0,Kolkata
667429898,21-09-2019,607979,572777,1,2,HDFC,1,1,59,1,313046,417099,0,0,N,0,Kolkata
105093592,06-05-2019,405399,49140,1,1,HDFC,1,1,57,1,877957,421606,0,0,N,0,Mumbai
541851973,20-02-2018,430621,692968,1,0,ICICI,0,3,47,0,3142,992829,0,1,N,1,Chennai
563245701,09-09-2020,492033,572493,0,1,HDFC,1,2,60,1,402615,396307,1,0,N,0,Delhi
686438619,05-09-2020,15562,832075,1,2,SBI,1,3,37,1,129522,397102,0,1,N,0,Mumbai
496134771,01-08-2020,14347,292255,1,0,HDFC,1,3,63,1,519696,839502,0,1,N,0,Mumbai
170788162,03-10-2019,263232,345727,0,0,SBI,1,1,31,1,385252,191426,1,1,N,0,Delhi
93834876,23-11-2019,854778,887104,0,1,SBI,0,2,64,1,31208,751892,0,0,N,0,Chennai
841308444,23-03-2018,384633,65235,1,2,SBI,0,1,50,0,430725,656149,0,1,N,1,Mumbai
218981395,05-03-2018,596345,563533,0,1,ICICI,0,2,43,0,163403,342256,0,0,N,1,Kolkata
734177041,14-04-2020,96463,307254,0,2,SBI,1,1,60,0,584134,718489,0,1,N,0,Kolkata
254501061,25-08-2018,447349,525503,0,2,ICICI,0,3,46,1,771761,732826,1,1,N,1,Delhi
453970650,22-12-2020,181679,839683,1,1,HDFC,0,3,56,1,260198,495694,1,0,N,0,Kolkata
746653058,01-07-2018,661650,363480,0,2,SBI,0,1,43,1,103563,787263,0,1,N,0,Kolkata
617064179,23-10-2019,825760,814355,0,0,ICICI,0,1,39,0,151512,467368,0,1,N,0,Kolkata
393873151,23-08-2020,320432,300498,0,1,SBI,1,3,38,0,805344,134930,1,1,N,0,Delhi
717750564,02-05-2019,927699,652806,0,1,SBI,1,1,54,0,691114,870986,1,0,N,1,Kolkata
713335393,22-03-2019,575194,590175,1,2,ICICI,1,3,28,1,960323,14637,1,1,N,0,Chennai
9360760,30-10-2019,253382,793787,1,0,HDFC,0,3,39,1,850108,8977,1,0,N,1,Kolkata
327956659,24-11-2020,89437,309522,1,0,ICICI,1,3,51,0,828848,550130,0,0,N,0,Kolkata
869863088,08-02-2019,411959,807058,1,1,SBI,0,1,31,1,63938,166600,0,0,N,1,Delhi
221340422,23-07-2019,819648,533330,1,0,SBI,0,1,48,1,116947,189446,1,0,N,1,Delhi
840572493,29-10-2020,55494,899395,1,0,ICICI,1,3,35,1,463922,386515,0,0,N,1,Mumbai
797712911,08-01-2019,513258,532403,1,2,ICICI,0,2,54,1,997703,401028,0,1,N,1,Mumbai
168038942,27-09-2018,168263,250024,1,2,HDFC,1,2,55,0,659805,124814,0,0,N,1,Chennai
404669751,03-03-2018,598034,598527,1,0,ICICI,0,2,58,0,972382,206877,1,1,N,0,Mumbai
117498214,24-07-2020,391106,68456,0,1,HDFC,1,2,62,1,804083,212544,1,1,N,1,Delhi
545581578,04-01-2020,472035,912403,0,2,HDFC,0,3,61,1,94252,383782,0,0,N,0,Delhi
514568692,13-11-2018,838654,367252,0,2,ICICI,1,2,38,1,144934,372396,1,1,N,1,Kolkata
145581865,23-04-2020,936599,637751,0,0,SBI,0,2,38,0,668324,282781,0,0,N,1,Delhi
499952804,20-03-2020,528019,724217,1,1,ICICI,0,1,49,0,958054,468113,0,1,N,0,Mumbai
448255520,20-05-2018,337431,326626,1,0,HDFC,0,3,46,1,28497,476543,0,1,N,0,Kolkata
509109904,08-10-2020,812640,479180,1,2,HDFC,0,3,52,0,565202,354709,0,0,N,0,Delhi
106681737,26-04-2020,765039,695357,1,0,ICICI,0,3,48,1,293583,648319,1,1,N,0,Mumbai
324972980,05-11-2019,913003,752176,1,0,SBI,0,3,37,1,206451,755434,0,1,N,0,Kolkata
737103253,12-09-2018,338938,566737,1,2,HDFC,0,2,58,0,809027,11995,0,0,N,1,Chennai
548007207,06-08-2018,426158,561084,1,1,ICICI,0,2,40,0,363721,653786,1,1,N,1,Chennai
334754070,25-06-2019,933710,446292,1,0,ICICI,0,1,38,1,390585,139871,1,0,N,1,Chennai
53361023,24-10-2019,502320,45010,1,2,SBI,1,2,46,0,629022,897884,0,1,N,1,Mumbai
60689989,13-06-2018,50974,403072,0,0,HDFC,1,2,32,0,895265,316385,1,1,N,1,Kolkata
805844112,01-08-2019,981282,140892,0,2,ICICI,1,2,57,1,883994,85273,1,1,N,0,Chennai
629286476,19-05-2019,233162,720101,0,2,SBI,1,3,49,1,242518,443341,0,1,N,1,Delhi
230587810,24-11-2018,923237,557862,0,2,ICICI,0,3,44,0,967211,186597,0,1,N,0,Mumbai
374490757,18-08-2018,186330,829702,1,2,ICICI,0,2,39,1,284420,16126,0,1,N,0,Mumbai
7348037,01-07-2019,966,733881,0,1,HDFC,1,3,60,0,366369,960516,0,0,N,0,Chennai
178367959,24-12-2020,659173,808632,1,0,HDFC,1,1,61,1,367416,114933,0,1,N,1,Mumbai
620893501,22-02-2020,559394,162901,0,0,SBI,0,1,57,1,344836,793981,0,0,N,0,Mumbai
779187029,14-12-2019,180923,690140,0,0,SBI,1,2,33,0,546626,958824,1,1,N,1,Delhi
554131906,23-03-2018,739403,28430,0,2,HDFC,1,1,36,0,200487,350312,0,1,N,0,Kolkata
806241363,12-11-2020,748763,630567,0,0,SBI,0,3,47,0,308226,669199,1,1,N,1,Chennai
481500154,28-08-2019,872572,153676,1,2,HDFC,0,3,37,0,858080,174231,0,0,N,0,Mumbai
353796016,19-11-2018,957539,904678,1,0,HDFC,0,2,57,0,681187,564393,1,1,N,1,Kolkata
604843754,02-04-2019,857011,232781,1,0,HDFC,0,3,46,1,767248,209414,0,1,N,1,Delhi
806244623,15-04-2019,485013,267468,1,0,ICICI,0,1,34,1,547577,470439,0,0,N,1,Mumbai
10162591,04-05-2018,223291,237321,1,2,SBI,1,2,36,0,371960,691293,0,1,N,0,Delhi
225779109,07-03-2018,339960,847801,1,1,ICICI,0,1,48,0,820840,916066,1,0,N,1,Kolkata
815255388,26-04-2019,823367,779905,0,2,SBI,0,3,39,1,758983,349524,0,0,N,1,Delhi
73169036,23-08-2020,194321,380887,1,2,ICICI,0,2,60,1,94368,472699,1,1,N,1,Mumbai
544882253,05-12-2018,724926,953609,0,1,ICICI,1,1,50,0,30443,270501,1,1,N,1,Mumbai
779623575,15-01-2020,784657,703378,1,0,ICICI,0,2,57,1,123377,510667,1,0,N,0,Delhi
762164794,04-12-2020,79495,910543,0,0,ICICI,0,2,49,0,125452,683886,0,1,N,1,Kolkata
544545254,08-02-2018,901151,813139,0,2,ICICI,0,1,40,1,642013,297101,1,1,N,0,Kolkata
338805024,24-08-2018,816028,521104,0,1,HDFC,1,1,43,1,368988,463039,0,0,N,1,Chennai
588315525,20-02-2020,937236,87737,0,2,ICICI,1,1,53,1,994837,460844,0,0,N,0,Delhi
191819484,16-07-2020,943985,614274,1,0,ICICI,1,3,34,0,194265,911190,1,1,N,0,Mumbai
698983199,05-07-2020,996683,864727,1,0,HDFC,1,1,55,0,717148,176144,0,0,N,0,Chennai
254152241,19-09-2020,669360,664595,1,0,SBI,1,2,61,0,238180,427188,0,1,N,0,Delhi
745632107,11-07-2018,953795,267822,0,1,ICICI,1,1,56,0,953832,170304,0,1,N,0,Mumbai
494506485,06-09-2020,834905,266602,1,1,SBI,0,2,43,1,738273,676311,1,0,N,0,Delhi
753200188,09-04-2018,287946,656954,0,2,HDFC,0,1,30,1,75337,562790,1,0,N,0,Mumbai
405947552,08-04-2018,576866,602855,1,1,SBI,0,1,43,1,845243,336523,1,1,N,0,Mumbai
651388674,20-02-2018,336303,371577,1,1,ICICI,1,3,55,1,768523,118256,0,0,N,0,Mumbai
523005597,22-08-2019,632497,162910,1,0,ICICI,0,1,38,1,38193,133445,1,1,N,0,Mumbai
539001815,05-03-2019,937890,351532,0,2,ICICI,1,3,49,1,553234,330473,0,1,N,1,Chennai
457348108,18-08-2020,59410,944114,1,1,SBI,0,1,58,1,920151,835482,1,1,N,0,Chennai
564140230,21-04-2019,420841,603435,1,1,HDFC,0,3,30,0,522063,36740,0,0,N,0,Mumbai
81302019,12-01-2018,588755,50198,1,0,ICICI,1,3,45,1,870612,644636,1,0,N,1,Mumbai
33304705,08-11-2018,114576,532879,1,0,SBI,1,1,35,1,94278,393282,1,1,N,1,Kolkata
378359487,26-06-2018,379793,635072,0,2,ICICI,0,3,58,0,694102,420362,1,0,N,1,Delhi
603044250,15-08-2020,893736,55687,0,1,HDFC,0,1,51,0,533934,526103,0,0,N,0,Chennai
425356297,20-05-2019,512471,489549,1,0,SBI,0,1,38,1,167054,885502,1,0,N,0,Kolkata
53411826,28-04-2020,132046,755609,1,0,SBI,1,1,32,1,166273,58298,1,1,N,0,Mumbai
715541589,11-05-2019,7939,144935,1,1,ICICI,1,3,56,0,191122,555071,0,1,N,1,Kolkata
872792019,28-02-2018,378576,742170,0,2,ICICI,0,2,40,1,350147,129008,0,0,N,0,Kolkata
702247124,25-08-2018,477692,361494,0,1,HDFC,0,1,44,1,563233,260073,0,1,N,1,Kolkata
783974580,19-06-2018,673126,51313,1,0,ICICI,1,2,28,1,844631,16891,1,0,N,0,Chennai
392388108,06-02-2020,286901,957528,0,0,HDFC,0,2,61,0,541710,239806,1,1,N,1,Kolkata
611155044,26-03-2018,417992,293987,0,0,ICICI,0,2,56,1,285164,396873,0,1,N,1,Mumbai
87473832,15-02-2019,897740,367765,0,0,SBI,1,1,40,1,3434,848697,0,1,N,1,Mumbai
72193799,30-10-2020,434924,361021,0,0,ICICI,1,2,43,0,68098,861441,1,0,N,1,Mumbai
130727736,02-06-2019,826325,522230,1,0,ICICI,0,2,65,0,579583,617174,0,0,N,0,Kolkata
288951001,09-07-2018,150727,854120,0,0,SBI,0,3,52,1,964380,860488,0,1,N,1,Chennai
207377732,29-06-2019,447621,853656,1,1,HDFC,1,2,46,0,370215,387524,1,0,N,1,Delhi
504663872,24-02-2018,269877,220615,1,0,ICICI,0,2,62,0,613317,495627,0,1,N,1,Kolkata
384497164,28-10-2019,478137,118348,1,1,ICICI,1,3,61,1,524498,225092,1,0,N,0,Kolkata
749744850,03-02-2019,124086,945386,0,1,HDFC,0,1,60,0,228939,789112,1,1,N,1,Delhi
854425245,26-05-2019,720386,981993,0,0,ICICI,0,3,55,1,503919,608000,0,0,N,0,Chennai
626293833,13-09-2019,17636,762405,0,1,ICICI,1,1,50,0,351226,723331,0,1,N,0,Chennai
778074968,19-01-2019,534004,618170,0,1,HDFC,0,1,58,1,963282,259377,1,1,N,1,Chennai
596626801,14-03-2018,126186,444761,0,0,ICICI,0,2,35,0,52825,224841,0,0,N,0,Chennai
663863862,04-09-2018,590620,292488,1,0,HDFC,1,3,35,0,845094,210577,1,0,N,1,Kolkata
582848710,08-04-2020,229861,464469,1,0,SBI,1,3,49,1,10117,443126,1,1,N,1,Chennai
797896788,28-11-2019,276493,870102,0,1,SBI,0,2,29,1,546246,58498,0,1,N,1,Kolkata
197336175,26-05-2018,54037,314558,1,0,SBI,1,1,49,1,580037,98790,1,1,N,1,Kolkata
148732008,11-12-2018,880970,278042,1,2,ICICI,0,3,55,0,772279,443446,0,0,N,0,Mumbai
778074090,27-07-2018,459096,151117,1,1,ICICI,0,1,60,1,172732,461884,1,1,N,1,Mumbai
144660826,17-03-2020,931710,17201,0,0,ICICI,1,2,31,0,562910,697882,0,1,N,0,Chennai
848501184,08-09-2019,238672,922009,0,0,SBI,1,3,38,0,912928,126958,1,0,N,1,Chennai
235709533,12-03-2020,955517,115516,1,1,ICICI,0,2,33,1,416235,152731,0,1,N,1,Delhi
103427374,24-03-2018,9174,444202,1,0,ICICI,1,3,32,1,230769,447895,1,0,N,0,Mumbai
35195219,29-06-2018,758253,349336,0,1,ICICI,0,1,63,0,873085,941955,0,0,N,0,Mumbai
794637486,16-05-2020,229975,340712,0,0,HDFC,0,2,48,0,753935,748376,0,1,N,0,Delhi
624799436,19-12-2018,980966,209378,0,1,ICICI,1,3,65,0,70070,837904,1,0,N,0,Mumbai
578859687,11-12-2019,110877,86115,0,2,HDFC,0,3,59,0,733293,736675,0,0,N,1,Mumbai
822267159,04-07-2019,436645,334379,1,2,HDFC,1,1,45,0,846855,470299,0,0,N,1,Delhi
886882173,24-10-2018,760149,63813,0,2,SBI,0,3,50,1,127582,286401,1,1,N,0,Kolkata
103519483,10-08-2018,501223,939172,1,1,HDFC,0,3,33,0,207069,120367,1,0,N,1,Kolkata
172444756,03-06-2018,357593,478087,1,0,SBI,0,3,60,1,454151,951244,0,1,N,1,Mumbai
431201809,29-09-2020,445619,113276,1,0,HDFC,1,2,50,1,218595,932243,0,1,N,1,Mumbai
314805981,26-08-2020,254400,340579,1,1,HDFC,1,2,39,1,615832,687563,0,1,N,1,Kolkata
42317545,20-02-2020,361245,238725,1,1,ICICI,1,2,29,0,239474,49315,1,0,N,0,Kolkata
140710722,04-10-2020,62424,616306,0,2,ICICI,1,1,33,0,762825,709249,0,1,N,0,Delhi
4637663,14-03-2019,74863,169680,1,1,ICICI,0,2,28,0,258278,809319,0,1,N,1,Chennai
483500188,13-02-2019,171995,23113,1,0,ICICI,1,2,33,0,35069,619224,0,1,N,1,Kolkata
313393045,30-11-2018,264352,943751,1,1,HDFC,1,1,55,1,136210,516748,0,0,N,1,Delhi
177826874,14-08-2018,119958,818122,1,1,SBI,0,2,65,1,877135,974913,0,1,N,0,Kolkata
224293873,27-02-2019,468168,550797,0,2,SBI,1,2,54,0,701293,486238,1,1,N,0,Chennai
75163094,01-08-2020,188982,396837,1,1,HDFC,1,2,29,1,101805,597445,1,0,N,0,Kolkata
16458949,18-02-2018,647378,956311,0,0,ICICI,1,2,63,1,415154,322435,0,0,N,0,Kolkata
87145680,31-07-2018,851198,748057,0,0,HDFC,1,1,44,1,543090,723311,0,0,N,1,Mumbai
452930151,25-09-2019,642939,239842,0,1,SBI,1,2,32,1,158220,368719,0,1,N,0,Mumbai
679951483,21-06-2019,937939,154703,0,1,HDFC,1,3,61,0,927994,204656,0,1,N,0,Chennai
